data_referencia;cod_ibge;txt_municipio;txt_uf;txt_regiao;cod_empreendimento;txt_nome_empreendimento;txt_af;txt_modalidade;dt_assinatura_contrato;data_nascimento;txt_sexo;Estado Civil;Tipo de Beneficiário;vr_garantia_inicial;vr_subsidio_concessao;vr_renda_familiar_comprovada
03/05/2021;240773;Curitiba;PR;Sul;FAR-8885-PR;Condomínio FAR-8885-PR;Banco do Nordeste;MCMV-Oferta Pública;30/04/2025;25/02/1995;Masculino;casado;Extravista;R$ 56.725,00;R$ 49.858,00;R$ 1.315,00
09/05/2022;201433;São Paulo;SP;Sudeste;FAR-8886-SP;Conjunto Habitacional FAR-8886-SP;Caixa Econômica Federal;MCMV-FAR;17/03/2023;09/07/1989;Masculino;viúvo;Não aplicável;R$ 99.752,00;R$ 45.187,00;R$ 1.949,00
23/05/2017;182659;Rio de Janeiro;RJ;Sudeste;FAR-8887-RJ;Residencial FAR-8887-RJ;Banco do Brasil;MCMV-Entidades;06/04/2025;28/11/1986;Feminino;separado;Outras Comunidades;R$ 78.352,00;R$ 48.103,00;R$ 3.899,00
28/05/2022;328489;Rio de Janeiro;RJ;Sudeste;FAR-8888-RJ;Condomínio FAR-8888-RJ;Banco do Nordeste;MCMV-Entidades;12/12/2024;19/04/1984;Masculino;divorciado;Outras Comunidades;R$ 83.732,00;R$ 45.577,00;R$ 4.431,00
20/05/2023;417459;Rio de Janeiro;RJ;Sudeste;FAR-8889-RJ;Condomínio FAR-8889-RJ;Banco do Brasil;MCMV-Entidades;26/12/2023;28/04/1998;Masculino;separado;Assentados do PNRA;R$ 73.989,00;R$ 45.000,00;R$ 1.579,00
18/04/2017;613989;Rio de Janeiro;RJ;Sudeste;FAR-8890-RJ;Condomínio FAR-8890-RJ;Banco do Nordeste;MCMV-Entidades;04/05/2023;13/09/1993;Masculino;viúvo;Quilombolas;R$ 56.737,00;R$ 45.840,00;R$ 3.821,00
11/03/2024;132607;Salvador;BA;Nordeste;FAR-8891-BA;Condomínio FAR-8891-BA;Banco do Brasil;MCMV-FAR;20/06/2024;14/03/1991;Masculino;viúvo;Pescadores artesanais;R$ 53.683,00;R$ 44.229,00;R$ 3.711,00
02/12/2020;442195;Curitiba;PR;Sul;FAR-8892-PR;Condomínio FAR-8892-PR;Caixa Econômica Federal;MCMV-Oferta Pública;25/06/2023;03/03/1997;Masculino;divorciado;Quilombolas;R$ 95.757,00;R$ 46.238,00;R$ 3.202,00
17/03/2020;642830;São Paulo;SP;Sudeste;FAR-8893-SP;Residencial FAR-8893-SP;Banco do Nordeste;MCMV-FAR;17/07/2024;14/07/1990;Masculino;separado;Assentados do PNRA;R$ 58.808,00;R$ 45.474,00;R$ 2.084,00
15/11/2019;971683;Curitiba;PR;Sul;FAR-8894-PR;Conjunto Habitacional FAR-8894-PR;Banco do Brasil;MCMV-Oferta Pública;27/12/2023;23/06/1985;Masculino;viúvo;Pescadores artesanais;R$ 79.799,00;R$ 42.317,00;R$ 1.901,00
17/12/2020;905316;São Paulo;SP;Sudeste;FAR-8895-SP;Conjunto Habitacional FAR-8895-SP;Banco do Brasil;MCMV-FAR;30/06/2024;19/01/1991;Masculino;casado;Indigena;R$ 78.570,00;R$ 40.918,00;R$ 4.580,00
10/02/2022;587445;São Paulo;SP;Sudeste;FAR-8896-SP;Conjunto Habitacional FAR-8896-SP;Banco do Brasil;MCMV-FAR;12/06/2024;12/08/1986;Feminino;divorciado;Extravista;R$ 84.630,00;R$ 47.416,00;R$ 2.186,00
10/06/2022;240245;São Paulo;SP;Sudeste;FAR-8897-SP;Residencial FAR-8897-SP;Banco do Nordeste;MCMV-FAR;19/12/2024;03/11/2005;Feminino;viúvo;Quilombolas;R$ 82.138,00;R$ 42.939,00;R$ 2.814,00
07/02/2021;687692;Salvador;BA;Nordeste;FAR-8898-BA;Condomínio FAR-8898-BA;Banco do Nordeste;MCMV-FAR;17/12/2023;18/10/2003;Feminino;viúvo;Indigena;R$ 50.886,00;R$ 40.680,00;R$ 3.337,00
26/03/2021;445489;Curitiba;PR;Sul;FAR-8899-PR;Condomínio FAR-8899-PR;Caixa Econômica Federal;MCMV-Oferta Pública;19/02/2023;13/07/1990;Masculino;solteiro;Indigena;R$ 90.025,00;R$ 47.419,00;R$ 3.322,00
13/02/2020;221542;Curitiba;PR;Sul;FAR-8900-PR;Condomínio FAR-8900-PR;Banco do Nordeste;MCMV-Oferta Pública;19/03/2024;26/11/1984;Feminino;divorciado;Assentados do PNRA;R$ 65.030,00;R$ 44.080,00;R$ 1.688,00
22/07/2021;661628;Curitiba;PR;Sul;FAR-8901-PR;Condomínio FAR-8901-PR;Banco do Brasil;MCMV-Oferta Pública;31/05/2025;07/08/1995;Masculino;separado;Não aplicável;R$ 73.653,00;R$ 48.909,00;R$ 4.739,00
27/11/2020;940025;Rio de Janeiro;RJ;Sudeste;FAR-8902-RJ;Condomínio FAR-8902-RJ;Banco do Brasil;MCMV-Entidades;07/05/2025;09/04/1995;Masculino;solteiro;Quilombolas;R$ 61.975,00;R$ 48.336,00;R$ 2.100,00
15/11/2018;867512;São Paulo;SP;Sudeste;FAR-8903-SP;Conjunto Habitacional FAR-8903-SP;Banco do Brasil;MCMV-FAR;22/08/2024;20/09/1994;Feminino;divorciado;Outras Comunidades;R$ 82.804,00;R$ 42.557,00;R$ 4.369,00
18/03/2018;163229;Curitiba;PR;Sul;FAR-8904-PR;Residencial FAR-8904-PR;Banco do Nordeste;MCMV-Oferta Pública;06/01/2023;13/08/1989;Masculino;separado;Pescadores artesanais;R$ 95.358,00;R$ 43.033,00;R$ 4.483,00
23/08/2017;645963;Salvador;BA;Nordeste;FAR-8905-BA;Condomínio FAR-8905-BA;Banco do Brasil;MCMV-FAR;01/04/2023;24/04/1989;Masculino;separado;Indigena;R$ 63.977,00;R$ 45.598,00;R$ 1.764,00
02/07/2021;326761;Curitiba;PR;Sul;FAR-8906-PR;Residencial FAR-8906-PR;Banco do Nordeste;MCMV-Oferta Pública;06/09/2023;11/11/1987;Masculino;casado;Extravista;R$ 91.409,00;R$ 41.674,00;R$ 4.794,00
21/09/2020;871635;Curitiba;PR;Sul;FAR-8907-PR;Conjunto Habitacional FAR-8907-PR;Banco do Brasil;MCMV-Oferta Pública;28/07/2024;23/10/1987;Masculino;viúvo;Quilombolas;R$ 91.507,00;R$ 49.719,00;R$ 4.157,00
21/10/2020;953940;Curitiba;PR;Sul;FAR-8908-PR;Condomínio FAR-8908-PR;Caixa Econômica Federal;MCMV-Oferta Pública;09/12/2023;08/02/1998;Masculino;divorciado;Pescadores artesanais;R$ 51.798,00;R$ 43.471,00;R$ 1.314,00
12/11/2020;232567;Salvador;BA;Nordeste;FAR-8909-BA;Condomínio FAR-8909-BA;Banco do Brasil;MCMV-FAR;16/04/2024;16/02/1995;Masculino;casado;Outras Comunidades;R$ 67.406,00;R$ 47.241,00;R$ 3.344,00
18/07/2021;290629;Rio de Janeiro;RJ;Sudeste;FAR-8910-RJ;Residencial FAR-8910-RJ;Banco do Brasil;MCMV-Entidades;19/06/2025;01/06/2004;Masculino;separado;Quilombolas;R$ 93.857,00;R$ 47.883,00;R$ 2.975,00
14/06/2024;556845;Rio de Janeiro;RJ;Sudeste;FAR-8911-RJ;Residencial FAR-8911-RJ;Banco do Brasil;MCMV-Entidades;19/04/2023;15/12/1999;Masculino;solteiro;Assentados do PNRA;R$ 70.542,00;R$ 43.376,00;R$ 3.374,00
18/06/2024;579682;Rio de Janeiro;RJ;Sudeste;FAR-8912-RJ;Conjunto Habitacional FAR-8912-RJ;Banco do Brasil;MCMV-Entidades;01/07/2023;14/06/2000;Masculino;separado;Pescadores artesanais;R$ 73.505,00;R$ 43.723,00;R$ 2.038,00
21/01/2022;732562;Salvador;BA;Nordeste;FAR-8913-BA;Residencial FAR-8913-BA;Banco do Nordeste;MCMV-FAR;07/07/2024;04/12/1997;Masculino;divorciado;Outras Comunidades;R$ 60.147,00;R$ 40.176,00;R$ 2.326,00
16/06/2024;404086;Rio de Janeiro;RJ;Sudeste;FAR-8914-RJ;Condomínio FAR-8914-RJ;Banco do Nordeste;MCMV-Entidades;01/10/2024;04/10/1991;Masculino;divorciado;Outras Comunidades;R$ 81.704,00;R$ 47.280,00;R$ 3.342,00
17/11/2021;906615;São Paulo;SP;Sudeste;FAR-8915-SP;Conjunto Habitacional FAR-8915-SP;Banco do Brasil;MCMV-FAR;01/08/2023;11/10/2005;Masculino;viúvo;Não aplicável;R$ 63.562,00;R$ 47.271,00;R$ 4.602,00
17/03/2021;707620;Rio de Janeiro;RJ;Sudeste;FAR-8916-RJ;Residencial FAR-8916-RJ;Caixa Econômica Federal;MCMV-Entidades;27/07/2024;08/03/1996;Masculino;solteiro;Outras Comunidades;R$ 75.137,00;R$ 43.640,00;R$ 3.228,00
25/03/2019;921523;Curitiba;PR;Sul;FAR-8917-PR;Condomínio FAR-8917-PR;Banco do Nordeste;MCMV-Oferta Pública;28/02/2024;15/04/2000;Masculino;solteiro;Pescadores artesanais;R$ 59.513,00;R$ 40.350,00;R$ 1.374,00
25/05/2023;259362;Curitiba;PR;Sul;FAR-8918-PR;Conjunto Habitacional FAR-8918-PR;Banco do Nordeste;MCMV-Oferta Pública;08/01/2024;25/07/2001;Masculino;casado;Assentados do PNRA;R$ 90.335,00;R$ 49.353,00;R$ 4.010,00
12/04/2018;438787;Rio de Janeiro;RJ;Sudeste;FAR-8919-RJ;Residencial FAR-8919-RJ;Banco do Brasil;MCMV-Entidades;07/10/2023;23/01/1995;Feminino;solteiro;Quilombolas;R$ 90.300,00;R$ 49.851,00;R$ 1.937,00
14/08/2024;687298;Rio de Janeiro;RJ;Sudeste;FAR-8920-RJ;Conjunto Habitacional FAR-8920-RJ;Banco do Brasil;MCMV-Entidades;20/01/2023;28/01/2002;Masculino;viúvo;Pescadores artesanais;R$ 97.155,00;R$ 49.747,00;R$ 3.638,00
21/07/2022;940812;Curitiba;PR;Sul;FAR-8921-PR;Condomínio FAR-8921-PR;Caixa Econômica Federal;MCMV-Oferta Pública;27/05/2023;28/08/1999;Masculino;solteiro;Assentados do PNRA;R$ 93.733,00;R$ 41.987,00;R$ 3.418,00
18/09/2019;141018;Salvador;BA;Nordeste;FAR-8922-BA;Condomínio FAR-8922-BA;Caixa Econômica Federal;MCMV-FAR;06/10/2023;15/09/1994;Masculino;casado;Quilombolas;R$ 95.137,00;R$ 42.408,00;R$ 3.648,00
12/03/2017;169898;Curitiba;PR;Sul;FAR-8923-PR;Residencial FAR-8923-PR;Banco do Brasil;MCMV-Oferta Pública;22/11/2023;18/07/2003;Masculino;solteiro;Quilombolas;R$ 73.698,00;R$ 44.631,00;R$ 3.346,00
22/06/2021;780579;Rio de Janeiro;RJ;Sudeste;FAR-8924-RJ;Conjunto Habitacional FAR-8924-RJ;Caixa Econômica Federal;MCMV-Entidades;03/02/2025;05/06/2005;Feminino;separado;Indigena;R$ 54.520,00;R$ 42.964,00;R$ 2.996,00
09/10/2017;720022;São Paulo;SP;Sudeste;FAR-8925-SP;Conjunto Habitacional FAR-8925-SP;Caixa Econômica Federal;MCMV-FAR;29/11/2023;14/10/1991;Feminino;divorciado;Indigena;R$ 91.486,00;R$ 40.086,00;R$ 2.080,00
21/12/2022;562345;Curitiba;PR;Sul;FAR-8926-PR;Conjunto Habitacional FAR-8926-PR;Banco do Nordeste;MCMV-Oferta Pública;22/03/2025;28/11/1989;Feminino;separado;Extravista;R$ 80.065,00;R$ 42.197,00;R$ 2.460,00
15/06/2017;472312;Salvador;BA;Nordeste;FAR-8927-BA;Conjunto Habitacional FAR-8927-BA;Banco do Nordeste;MCMV-FAR;13/06/2023;12/09/1990;Masculino;separado;Não aplicável;R$ 53.850,00;R$ 49.397,00;R$ 3.558,00
15/10/2024;777861;Curitiba;PR;Sul;FAR-8928-PR;Condomínio FAR-8928-PR;Banco do Nordeste;MCMV-Oferta Pública;23/08/2024;08/11/1991;Feminino;divorciado;Assentados do PNRA;R$ 75.050,00;R$ 41.184,00;R$ 1.857,00
18/05/2017;804879;São Paulo;SP;Sudeste;FAR-8929-SP;Residencial FAR-8929-SP;Banco do Brasil;MCMV-FAR;21/04/2024;24/04/1997;Masculino;casado;Indigena;R$ 52.379,00;R$ 48.032,00;R$ 2.234,00
01/03/2021;164267;Curitiba;PR;Sul;FAR-8930-PR;Conjunto Habitacional FAR-8930-PR;Banco do Brasil;MCMV-Oferta Pública;28/01/2024;27/02/1994;Feminino;divorciado;Outras Comunidades;R$ 50.394,00;R$ 44.771,00;R$ 3.463,00
07/01/2022;607078;São Paulo;SP;Sudeste;FAR-8931-SP;Condomínio FAR-8931-SP;Caixa Econômica Federal;MCMV-FAR;20/10/2024;05/10/2006;Feminino;casado;Não aplicável;R$ 72.422,00;R$ 45.816,00;R$ 2.540,00
24/09/2020;424102;São Paulo;SP;Sudeste;FAR-8932-SP;Condomínio FAR-8932-SP;Banco do Nordeste;MCMV-FAR;18/12/2023;26/06/2000;Feminino;separado;Outras Comunidades;R$ 79.925,00;R$ 49.820,00;R$ 4.720,00
07/02/2024;182868;São Paulo;SP;Sudeste;FAR-8933-SP;Conjunto Habitacional FAR-8933-SP;Banco do Brasil;MCMV-FAR;04/02/2025;05/02/1996;Feminino;divorciado;Quilombolas;R$ 78.992,00;R$ 40.135,00;R$ 2.721,00
06/12/2023;454808;Salvador;BA;Nordeste;FAR-8934-BA;Condomínio FAR-8934-BA;Caixa Econômica Federal;MCMV-FAR;28/04/2023;24/12/1996;Masculino;solteiro;Indigena;R$ 65.838,00;R$ 48.508,00;R$ 2.443,00
09/04/2021;227017;São Paulo;SP;Sudeste;FAR-8935-SP;Conjunto Habitacional FAR-8935-SP;Caixa Econômica Federal;MCMV-FAR;21/01/2023;11/12/2005;Feminino;separado;Não aplicável;R$ 96.743,00;R$ 47.306,00;R$ 3.583,00
07/03/2021;553075;Salvador;BA;Nordeste;FAR-8936-BA;Conjunto Habitacional FAR-8936-BA;Caixa Econômica Federal;MCMV-FAR;12/12/2023;18/12/1985;Masculino;solteiro;Pescadores artesanais;R$ 50.949,00;R$ 47.585,00;R$ 3.546,00
05/03/2018;949378;São Paulo;SP;Sudeste;FAR-8937-SP;Condomínio FAR-8937-SP;Caixa Econômica Federal;MCMV-FAR;27/06/2024;03/01/1984;Masculino;divorciado;Não aplicável;R$ 63.093,00;R$ 42.225,00;R$ 2.570,00
12/03/2019;724395;Curitiba;PR;Sul;FAR-8938-PR;Residencial FAR-8938-PR;Banco do Brasil;MCMV-Oferta Pública;21/12/2023;09/07/1984;Masculino;divorciado;Indigena;R$ 78.676,00;R$ 48.880,00;R$ 1.589,00
24/09/2021;187111;São Paulo;SP;Sudeste;FAR-8939-SP;Conjunto Habitacional FAR-8939-SP;Caixa Econômica Federal;MCMV-FAR;02/11/2023;04/06/2006;Masculino;solteiro;Extravista;R$ 79.625,00;R$ 40.023,00;R$ 3.462,00
15/03/2018;955057;São Paulo;SP;Sudeste;FAR-8940-SP;Residencial FAR-8940-SP;Banco do Brasil;MCMV-FAR;20/10/2023;16/11/2002;Masculino;separado;Não aplicável;R$ 79.269,00;R$ 41.511,00;R$ 2.319,00
28/12/2022;397404;São Paulo;SP;Sudeste;FAR-8941-SP;Conjunto Habitacional FAR-8941-SP;Banco do Nordeste;MCMV-FAR;12/05/2024;11/06/2003;Feminino;separado;Outras Comunidades;R$ 58.832,00;R$ 45.127,00;R$ 2.178,00
13/01/2019;103169;São Paulo;SP;Sudeste;FAR-8942-SP;Conjunto Habitacional FAR-8942-SP;Caixa Econômica Federal;MCMV-FAR;19/05/2025;05/06/1988;Feminino;casado;Assentados do PNRA;R$ 96.062,00;R$ 43.105,00;R$ 4.947,00
14/04/2018;847732;Salvador;BA;Nordeste;FAR-8943-BA;Condomínio FAR-8943-BA;Banco do Brasil;MCMV-FAR;03/12/2023;24/01/1993;Masculino;divorciado;Indigena;R$ 57.425,00;R$ 42.324,00;R$ 3.713,00
10/11/2022;140486;Salvador;BA;Nordeste;FAR-8944-BA;Conjunto Habitacional FAR-8944-BA;Banco do Nordeste;MCMV-FAR;28/01/2025;19/12/1989;Feminino;separado;Não aplicável;R$ 78.878,00;R$ 42.347,00;R$ 3.150,00
28/07/2021;183911;Rio de Janeiro;RJ;Sudeste;FAR-8945-RJ;Condomínio FAR-8945-RJ;Banco do Brasil;MCMV-Entidades;16/08/2023;01/11/1989;Masculino;separado;Quilombolas;R$ 65.041,00;R$ 44.029,00;R$ 3.455,00
28/07/2023;700082;Salvador;BA;Nordeste;FAR-8946-BA;Condomínio FAR-8946-BA;Banco do Brasil;MCMV-FAR;29/04/2023;26/02/1993;Masculino;casado;Pescadores artesanais;R$ 78.507,00;R$ 48.608,00;R$ 2.600,00
10/04/2021;280456;Rio de Janeiro;RJ;Sudeste;FAR-8947-RJ;Residencial FAR-8947-RJ;Banco do Nordeste;MCMV-Entidades;11/11/2024;11/11/1996;Masculino;viúvo;Indigena;R$ 71.836,00;R$ 40.393,00;R$ 3.164,00
09/07/2022;894679;Rio de Janeiro;RJ;Sudeste;FAR-8948-RJ;Residencial FAR-8948-RJ;Banco do Brasil;MCMV-Entidades;14/07/2023;23/01/1993;Feminino;solteiro;Extravista;R$ 75.615,00;R$ 47.532,00;R$ 2.800,00
21/12/2022;240084;Rio de Janeiro;RJ;Sudeste;FAR-8949-RJ;Residencial FAR-8949-RJ;Banco do Nordeste;MCMV-Entidades;28/01/2023;08/01/1997;Masculino;viúvo;Não aplicável;R$ 87.522,00;R$ 48.621,00;R$ 3.921,00
12/06/2022;968651;Curitiba;PR;Sul;FAR-8950-PR;Condomínio FAR-8950-PR;Banco do Nordeste;MCMV-Oferta Pública;29/03/2025;01/07/1984;Masculino;viúvo;Indigena;R$ 91.393,00;R$ 41.567,00;R$ 2.602,00
18/07/2020;718132;Rio de Janeiro;RJ;Sudeste;FAR-8951-RJ;Conjunto Habitacional FAR-8951-RJ;Banco do Brasil;MCMV-Entidades;06/09/2023;01/11/1994;Feminino;viúvo;Assentados do PNRA;R$ 52.579,00;R$ 46.646,00;R$ 2.049,00
10/11/2021;840467;Rio de Janeiro;RJ;Sudeste;FAR-8952-RJ;Condomínio FAR-8952-RJ;Banco do Brasil;MCMV-Entidades;19/12/2024;11/06/1997;Feminino;casado;Outras Comunidades;R$ 59.517,00;R$ 48.451,00;R$ 3.321,00
13/04/2022;240823;Curitiba;PR;Sul;FAR-8953-PR;Conjunto Habitacional FAR-8953-PR;Banco do Brasil;MCMV-Oferta Pública;12/07/2023;22/05/1985;Feminino;separado;Assentados do PNRA;R$ 58.521,00;R$ 46.251,00;R$ 2.215,00
06/07/2024;592696;Salvador;BA;Nordeste;FAR-8954-BA;Residencial FAR-8954-BA;Caixa Econômica Federal;MCMV-FAR;10/01/2023;14/01/1998;Masculino;separado;Não aplicável;R$ 56.601,00;R$ 47.866,00;R$ 4.156,00
08/09/2019;545459;São Paulo;SP;Sudeste;FAR-8955-SP;Conjunto Habitacional FAR-8955-SP;Banco do Nordeste;MCMV-FAR;13/09/2024;21/09/2006;Feminino;solteiro;Outras Comunidades;R$ 80.138,00;R$ 41.911,00;R$ 4.585,00
18/09/2019;199775;São Paulo;SP;Sudeste;FAR-8956-SP;Residencial FAR-8956-SP;Banco do Nordeste;MCMV-FAR;19/04/2023;16/03/1995;Feminino;casado;Não aplicável;R$ 81.879,00;R$ 44.632,00;R$ 4.887,00
03/05/2019;457603;Salvador;BA;Nordeste;FAR-8957-BA;Residencial FAR-8957-BA;Banco do Nordeste;MCMV-FAR;21/02/2025;18/01/1988;Masculino;casado;Assentados do PNRA;R$ 79.842,00;R$ 44.839,00;R$ 2.813,00
03/09/2017;712286;Salvador;BA;Nordeste;FAR-8958-BA;Conjunto Habitacional FAR-8958-BA;Banco do Nordeste;MCMV-FAR;30/12/2024;24/05/1997;Feminino;solteiro;Outras Comunidades;R$ 67.262,00;R$ 49.595,00;R$ 2.846,00
02/06/2017;612477;Salvador;BA;Nordeste;FAR-8959-BA;Condomínio FAR-8959-BA;Banco do Nordeste;MCMV-FAR;11/04/2025;10/03/1989;Feminino;solteiro;Assentados do PNRA;R$ 66.904,00;R$ 46.290,00;R$ 4.802,00
09/07/2020;972886;São Paulo;SP;Sudeste;FAR-8960-SP;Residencial FAR-8960-SP;Banco do Brasil;MCMV-FAR;15/01/2023;09/08/1992;Masculino;viúvo;Pescadores artesanais;R$ 66.556,00;R$ 44.586,00;R$ 3.740,00
23/07/2017;852555;Rio de Janeiro;RJ;Sudeste;FAR-8961-RJ;Condomínio FAR-8961-RJ;Banco do Nordeste;MCMV-Entidades;25/07/2023;07/11/1998;Masculino;casado;Outras Comunidades;R$ 65.919,00;R$ 40.366,00;R$ 2.502,00
12/06/2020;876113;Rio de Janeiro;RJ;Sudeste;FAR-8962-RJ;Condomínio FAR-8962-RJ;Banco do Nordeste;MCMV-Entidades;24/10/2023;11/11/1986;Feminino;casado;Quilombolas;R$ 64.384,00;R$ 49.962,00;R$ 4.729,00
16/11/2023;291484;Curitiba;PR;Sul;FAR-8963-PR;Condomínio FAR-8963-PR;Banco do Brasil;MCMV-Oferta Pública;09/07/2023;02/05/1993;Masculino;solteiro;Assentados do PNRA;R$ 58.792,00;R$ 48.508,00;R$ 3.406,00
02/06/2017;327182;São Paulo;SP;Sudeste;FAR-8964-SP;Condomínio FAR-8964-SP;Banco do Nordeste;MCMV-FAR;26/01/2023;15/09/1987;Feminino;casado;Assentados do PNRA;R$ 81.931,00;R$ 41.577,00;R$ 3.222,00
19/10/2021;752730;São Paulo;SP;Sudeste;FAR-8965-SP;Condomínio FAR-8965-SP;Caixa Econômica Federal;MCMV-FAR;17/12/2024;10/06/1986;Feminino;viúvo;Quilombolas;R$ 73.602,00;R$ 40.802,00;R$ 2.397,00
26/05/2018;257921;São Paulo;SP;Sudeste;FAR-8966-SP;Conjunto Habitacional FAR-8966-SP;Banco do Nordeste;MCMV-FAR;01/06/2023;17/07/1994;Masculino;divorciado;Quilombolas;R$ 51.288,00;R$ 45.250,00;R$ 2.215,00
07/06/2022;927051;Rio de Janeiro;RJ;Sudeste;FAR-8967-RJ;Residencial FAR-8967-RJ;Banco do Nordeste;MCMV-Entidades;20/04/2024;10/11/1984;Feminino;casado;Quilombolas;R$ 53.127,00;R$ 49.300,00;R$ 2.245,00
22/06/2022;980882;Rio de Janeiro;RJ;Sudeste;FAR-8968-RJ;Residencial FAR-8968-RJ;Banco do Nordeste;MCMV-Entidades;20/01/2025;01/04/1992;Masculino;divorciado;Indigena;R$ 67.049,00;R$ 49.822,00;R$ 3.355,00
10/08/2019;477134;Rio de Janeiro;RJ;Sudeste;FAR-8969-RJ;Condomínio FAR-8969-RJ;Banco do Brasil;MCMV-Entidades;07/05/2024;19/07/1990;Feminino;solteiro;Outras Comunidades;R$ 72.514,00;R$ 43.497,00;R$ 1.978,00
05/06/2021;883000;São Paulo;SP;Sudeste;FAR-8970-SP;Conjunto Habitacional FAR-8970-SP;Banco do Nordeste;MCMV-FAR;25/03/2024;27/07/2002;Masculino;separado;Indigena;R$ 82.096,00;R$ 45.284,00;R$ 3.905,00
11/06/2023;788955;Curitiba;PR;Sul;FAR-8971-PR;Conjunto Habitacional FAR-8971-PR;Banco do Nordeste;MCMV-Oferta Pública;23/11/2024;18/11/1992;Masculino;solteiro;Assentados do PNRA;R$ 57.813,00;R$ 42.750,00;R$ 2.998,00
22/11/2023;898251;Rio de Janeiro;RJ;Sudeste;FAR-8972-RJ;Condomínio FAR-8972-RJ;Banco do Brasil;MCMV-Entidades;31/10/2023;09/11/1994;Masculino;solteiro;Outras Comunidades;R$ 68.919,00;R$ 42.714,00;R$ 3.330,00
25/06/2018;550539;São Paulo;SP;Sudeste;FAR-8973-SP;Conjunto Habitacional FAR-8973-SP;Banco do Brasil;MCMV-FAR;27/03/2023;06/01/2003;Masculino;solteiro;Outras Comunidades;R$ 95.548,00;R$ 48.204,00;R$ 1.901,00
22/03/2024;450046;Salvador;BA;Nordeste;FAR-8974-BA;Residencial FAR-8974-BA;Banco do Brasil;MCMV-FAR;15/08/2023;22/12/1992;Feminino;casado;Indigena;R$ 66.119,00;R$ 41.471,00;R$ 4.063,00
24/05/2019;299548;Curitiba;PR;Sul;FAR-8975-PR;Residencial FAR-8975-PR;Banco do Brasil;MCMV-Oferta Pública;21/05/2024;18/12/1998;Masculino;viúvo;Indigena;R$ 77.940,00;R$ 46.100,00;R$ 2.988,00
08/11/2019;233530;Rio de Janeiro;RJ;Sudeste;FAR-8976-RJ;Conjunto Habitacional FAR-8976-RJ;Banco do Brasil;MCMV-Entidades;26/02/2025;15/09/2001;Masculino;casado;Indigena;R$ 95.175,00;R$ 42.933,00;R$ 2.509,00
11/05/2023;463412;São Paulo;SP;Sudeste;FAR-8977-SP;Conjunto Habitacional FAR-8977-SP;Banco do Brasil;MCMV-FAR;10/06/2024;28/03/1993;Masculino;casado;Pescadores artesanais;R$ 87.345,00;R$ 42.298,00;R$ 2.601,00
13/02/2023;616418;São Paulo;SP;Sudeste;FAR-8978-SP;Condomínio FAR-8978-SP;Banco do Nordeste;MCMV-FAR;14/02/2025;23/10/2001;Feminino;divorciado;Outras Comunidades;R$ 66.375,00;R$ 40.967,00;R$ 4.316,00
06/05/2021;516320;São Paulo;SP;Sudeste;FAR-8979-SP;Conjunto Habitacional FAR-8979-SP;Caixa Econômica Federal;MCMV-FAR;25/08/2023;18/10/1985;Masculino;viúvo;Não aplicável;R$ 94.922,00;R$ 43.888,00;R$ 1.595,00
26/07/2021;700172;Salvador;BA;Nordeste;FAR-8980-BA;Condomínio FAR-8980-BA;Banco do Brasil;MCMV-FAR;11/01/2025;01/05/2000;Feminino;casado;Indigena;R$ 54.075,00;R$ 49.724,00;R$ 4.316,00
02/03/2022;188564;São Paulo;SP;Sudeste;FAR-8981-SP;Residencial FAR-8981-SP;Caixa Econômica Federal;MCMV-FAR;08/05/2023;03/06/1988;Masculino;separado;Extravista;R$ 83.714,00;R$ 49.109,00;R$ 3.861,00
17/11/2017;340440;São Paulo;SP;Sudeste;FAR-8982-SP;Condomínio FAR-8982-SP;Banco do Nordeste;MCMV-FAR;18/07/2023;10/06/1988;Masculino;viúvo;Assentados do PNRA;R$ 56.474,00;R$ 40.710,00;R$ 2.786,00
16/02/2020;636123;Salvador;BA;Nordeste;FAR-8983-BA;Conjunto Habitacional FAR-8983-BA;Banco do Nordeste;MCMV-FAR;02/06/2025;19/03/2005;Masculino;separado;Assentados do PNRA;R$ 79.428,00;R$ 41.280,00;R$ 3.204,00
03/05/2018;236064;Salvador;BA;Nordeste;FAR-8984-BA;Condomínio FAR-8984-BA;Banco do Brasil;MCMV-FAR;17/12/2024;20/09/1997;Feminino;casado;Quilombolas;R$ 65.706,00;R$ 44.299,00;R$ 4.824,00
24/09/2019;192476;Curitiba;PR;Sul;FAR-8985-PR;Residencial FAR-8985-PR;Caixa Econômica Federal;MCMV-Oferta Pública;04/08/2024;17/01/1989;Masculino;casado;Outras Comunidades;R$ 67.937,00;R$ 42.674,00;R$ 1.867,00
15/02/2018;373352;Rio de Janeiro;RJ;Sudeste;FAR-8986-RJ;Conjunto Habitacional FAR-8986-RJ;Banco do Brasil;MCMV-Entidades;03/10/2023;12/04/2006;Masculino;casado;Quilombolas;R$ 67.938,00;R$ 44.317,00;R$ 4.357,00
15/04/2021;985821;Rio de Janeiro;RJ;Sudeste;FAR-8987-RJ;Condomínio FAR-8987-RJ;Caixa Econômica Federal;MCMV-Entidades;28/04/2023;24/03/2003;Masculino;casado;Indigena;R$ 98.798,00;R$ 44.644,00;R$ 2.046,00
